student_id,topic,field_of_interest,quiz_score,concept_score,practical_score,confidence,prior_experience,hours_per_week,preferred_content,learning_style,difficulty_preference,completion_rate,avg_session_minutes,quiz_attempts,needs_revision,topic_prerequisite_score,interest_score,knowledge_gap,recommended_action,resource_type,recommendation_priority
3534,Overfitting & Underfitting,Machine Learning,0.0,7.11,5.92,14.31,None,2.73,Interactive Course,Visual,Beginner,31.65,18.67,6,1,11.47,16.24,96.68,Learn Fundamentals,Video,High
3730,Overfitting & Underfitting,Machine Learning,47.25,68.7,,48.85,None,6.52,Practice Questions,Visual,Intermediate,22.88,33.8,4,1,47.32,22.23,43.43,Revision,Practice Questions,Medium
4037,SQL/Databases,Backend Development,56.77,65.08,53.04,30.41,Beginner,3.36,Interactive Course,Hands-on,Adaptive,27.5,40.51,3,0,70.99,41.7,41.48,Revision,Video,Medium
4631,Git/GitHub,Software Development,0.0,12.42,4.49,30.12,Some Experience,3.46,Video,Hands-on,Beginner,0.0,37.83,5,1,11.64,35.41,95.38,Learn Fundamentals,Article,High
875,Model Evaluation,Machine Learning,30.43,41.83,39.34,71.37,Some Experience,1.0,Article,Hands-on,Advanced,1.6,45.34,4,1,23.44,35.83,64.37,Learn Fundamentals,Article,High
3897,Overfitting & Underfitting,Machine Learning,26.72,9.99,12.57,24.06,Advanced,2.08,Interactive Course,Reading,Adaptive,3.62,20.7,3,1,24.6,0.0,81.13,Learn Fundamentals,Article,High
1829,HTML/CSS,Web Development,63.69,66.83,34.24,37.78,Advanced,10.21,Interactive Course,Visual,Adaptive,22.53,29.36,3,0,68.46,18.61,41.26,Revision,Interactive Course,Medium
1795,JavaScript,Web Development,75.39,67.79,42.66,52.56,Some Experience,8.37,Video,Hands-on,Beginner,36.77,38.55,4,0,50.83,32.97,33.44,Study Core Material,Article,Medium
3797,FastAPI,Backend Development,0.0,6.81,27.08,12.82,Beginner,9.56,Practice Questions,Mixed,Intermediate,19.56,26.82,7,1,0.0,26.09,92.54,Learn Fundamentals,Video,High
1679,Deployment,DevOps/Cloud,56.55,15.91,38.12,23.33,Intermediate,7.7,Interactive Course,Mixed,Advanced,39.9,39.51,4,1,16.34,52.1,59.33,Learn Fundamentals,Video,High
763,Deployment,DevOps/Cloud,0.0,0.0,0.0,48.04,Beginner,2.87,Project,Mixed,Advanced,20.31,21.57,6,1,0.0,16.1,100.0,Learn Fundamentals,Video,High
4401,Git/GitHub,Software Development,20.28,14.87,62.45,0.0,Intermediate,9.69,Interactive Course,Visual,Intermediate,0.0,20.36,5,1,21.71,3.75,72.91,Learn Fundamentals,Video,High
1679,EDA,Data Science,58.1,28.05,28.59,44.92,Intermediate,7.7,Interactive Course,Mixed,Advanced,5.42,36.47,3,1,33.49,24.86,56.82,Learn Fundamentals,Video,High
4908,ML Fundamentals,Machine Learning,18.57,37.76,21.19,8.96,Beginner,5.03,Project,Hands-on,Adaptive,3.95,36.39,5,1,24.01,19.48,75.15,Learn Fundamentals,Article,High
430,EDA,Data Science,48.71,40.11,61.27,27.03,Intermediate,5.8,Article,Visual,Beginner,51.53,37.52,3,1,48.14,46.45,51.36,Revision,Interactive Course,Medium
4502,Model Evaluation,Machine Learning,3.88,31.78,19.13,49.88,Beginner,2.72,Video,Hands-on,Adaptive,34.88,23.63,7,1,9.21,27.06,84.7,Learn Fundamentals,Article,High
1458,Deployment,DevOps/Cloud,0.0,7.13,4.2,5.69,Some Experience,4.08,Practice Questions,Reading,Beginner,27.15,35.13,5,1,0.0,23.27,97.02,Learn Fundamentals,Article,High
4364,FastAPI,Backend Development,0.0,19.58,0.0,28.12,None,1.61,Video,Hands-on,Intermediate,13.17,23.84,6,1,0.0,26.26,94.13,Learn Fundamentals,Article,High
3456,Classification,Machine Learning,28.18,11.58,17.47,24.83,None,7.55,Interactive Course,Hands-on,Intermediate,16.7,37.9,4,1,31.63,20.45,78.94,Learn Fundamentals,Article,High
3001,JavaScript,Web Development,66.45,76.96,28.08,56.9,Beginner,4.0,Article,Visual,Beginner,39.45,41.41,2,0,67.28,33.08,38.07,Study Core Material,Video,Medium
2878,JavaScript,Web Development,58.72,48.89,40.35,5.77,None,3.1,Article,Visual,Beginner,9.58,34.06,1,1,43.06,28.57,47.9,Revision,Practice Questions,Medium
4732,Overfitting & Underfitting,Machine Learning,30.05,13.71,22.09,23.11,Intermediate,2.83,Interactive Course,Hands-on,Beginner,4.18,17.92,5,1,5.77,2.67,76.44,Learn Fundamentals,Article,High
4249,Classification,Machine Learning,25.77,0.0,0.0,29.33,Intermediate,3.34,Interactive Course,Reading,Advanced,14.93,22.52,3,1,0.0,3.61,87.11,Learn Fundamentals,Article,High
1911,HTML/CSS,Web Development,39.65,72.63,76.66,26.24,None,15.33,Video,Reading,Beginner,0.0,37.42,5,1,71.5,18.3,43.06,Learn Fundamentals,Article,High
3614,SQL/Databases,Backend Development,33.55,7.47,13.31,56.16,Beginner,3.03,Practice Questions,Mixed,Advanced,62.9,46.22,5,1,6.66,69.64,78.32,Learn Fundamentals,Video,High
3503,SQL/Databases,Backend Development,0.0,33.41,0.0,31.91,None,4.74,Article,Mixed,Advanced,31.45,28.71,5,1,7.77,0.0,89.98,Learn Fundamentals,Video,High
2407,Linear Regression,Machine Learning,30.68,42.23,56.97,3.05,Beginner,27.45,Documentation,Hands-on,Advanced,28.22,18.27,5,1,42.5,13.42,60.59,Learn Fundamentals,Article,High
4168,ML Fundamentals,Machine Learning,15.89,0.0,0.0,39.05,Beginner,11.43,Video,Hands-on,Advanced,27.1,30.71,6,1,16.09,30.56,92.06,Learn Fundamentals,Article,High
493,Overfitting & Underfitting,Machine Learning,31.52,22.66,3.88,49.57,None,3.22,Project,Visual,Intermediate,20.1,39.85,4,1,10.12,36.64,76.67,Learn Fundamentals,Video,High
2613,Classification,Machine Learning,14.33,44.77,24.0,24.69,Intermediate,5.48,Practice Questions,Mixed,Intermediate,15.1,30.58,7,1,29.03,14.09,74.61,Learn Fundamentals,Video,High
2796,Linear Regression,Machine Learning,5.76,46.68,28.81,21.59,Beginner,10.13,Project,Mixed,Advanced,17.51,34.63,6,1,24.15,25.0,77.35,Learn Fundamentals,Video,High
1515,ML Fundamentals,Machine Learning,24.98,37.41,41.18,60.99,Beginner,5.0,Video,Reading,Intermediate,18.81,44.71,4,1,38.7,24.34,68.05,Learn Fundamentals,Article,High
3792,HTML/CSS,Web Development,30.81,42.49,25.7,20.43,Advanced,3.42,Video,Hands-on,Intermediate,13.07,33.32,5,1,26.51,10.43,66.71,Learn Fundamentals,Article,High
4109,Decision Trees,Machine Learning,18.41,12.15,0.0,21.37,None,2.79,Project,Hands-on,Beginner,29.81,25.05,5,1,21.56,8.54,87.15,Learn Fundamentals,Article,High
555,REST APIs,Backend Development,37.36,10.53,8.93,25.45,Beginner,7.56,Article,Hands-on,Advanced,0.0,38.6,3,1,17.53,2.16,76.38,Learn Fundamentals,Article,High
2051,SQL/Databases,Backend Development,0.0,0.0,10.86,15.47,None,10.64,Article,Mixed,Adaptive,25.96,11.58,7,1,0.0,14.27,97.83,Learn Fundamentals,Video,High
936,Model Evaluation,Machine Learning,4.37,10.73,14.76,60.92,None,10.14,Article,Reading,Intermediate,69.35,58.08,5,1,26.04,69.77,91.64,Learn Fundamentals,Article,High
899,JavaScript,Web Development,65.29,50.51,34.91,47.95,Advanced,6.56,Practice Questions,Mixed,Intermediate,31.05,55.29,3,0,65.7,51.27,45.22,Revision,Practice Questions,Medium
1054,Git/GitHub,Software Development,18.22,20.93,44.62,12.18,Intermediate,14.02,Practice Questions,Reading,Beginner,11.17,32.31,5,1,20.81,7.23,75.69,Learn Fundamentals,Article,High
4527,ML Fundamentals,Machine Learning,18.73,48.27,8.21,47.93,Beginner,2.85,Video,Visual,Beginner,12.99,45.94,6,1,35.69,31.39,74.51,Learn Fundamentals,Video,High
2632,REST APIs,Backend Development,2.11,28.82,30.53,29.26,Beginner,5.25,Video,Mixed,Beginner,29.21,45.51,5,1,22.02,57.8,84.19,Learn Fundamentals,Video,High
3095,Classification,Machine Learning,10.64,26.69,32.71,69.43,None,10.78,Project,Hands-on,Intermediate,35.97,34.98,5,1,16.22,38.26,80.13,Learn Fundamentals,Article,High
1002,REST APIs,Backend Development,83.79,69.43,58.56,54.02,None,12.52,Interactive Course,Hands-on,Adaptive,38.82,49.6,1,0,69.83,50.84,25.56,Study Core Material,Interactive Course,Medium
4905,ML Fundamentals,Machine Learning,46.94,42.21,22.36,28.07,None,3.52,Video,Visual,Intermediate,9.7,24.69,4,1,53.04,11.89,59.4,Revision,Practice Questions,Medium
4655,FastAPI,Backend Development,9.82,14.07,18.87,59.14,Beginner,4.82,Article,Hands-on,Intermediate,18.56,34.41,5,1,0.0,19.34,87.09,Learn Fundamentals,Article,High
2424,FastAPI,Backend Development,72.11,47.18,56.54,38.37,Beginner,5.94,Article,Visual,Intermediate,58.96,29.65,4,1,38.33,10.14,38.48,Learn Fundamentals,Video,High
2960,JavaScript,Web Development,18.53,47.89,32.09,38.34,Beginner,1.0,Video,Hands-on,Advanced,2.39,23.25,6,1,44.22,27.26,69.95,Learn Fundamentals,Article,High
437,Classification,Machine Learning,33.68,32.3,17.45,26.53,Beginner,9.81,Project,Mixed,Adaptive,28.2,28.38,5,1,59.01,0.0,69.98,Learn Fundamentals,Video,High
899,Classification,Machine Learning,41.92,51.81,51.16,39.37,Advanced,6.56,Practice Questions,Mixed,Intermediate,18.08,28.01,5,1,36.74,11.83,53.26,Learn Fundamentals,Video,High
4337,Decision Trees,Machine Learning,12.81,0.57,6.95,31.09,Intermediate,1.28,Project,Mixed,Intermediate,22.45,12.38,4,1,0.0,24.4,92.03,Learn Fundamentals,Video,High
2575,EDA,Data Science,24.32,50.88,35.41,33.14,Beginner,4.06,Project,Visual,Beginner,22.83,34.29,4,1,30.61,31.41,65.49,Learn Fundamentals,Video,High
4695,Git/GitHub,Software Development,25.44,34.46,12.49,13.01,Some Experience,1.75,Video,Mixed,Advanced,16.88,28.02,5,1,25.75,5.37,74.45,Learn Fundamentals,Video,High
556,Logistic Regression,Machine Learning,0.0,7.49,32.72,0.0,Beginner,10.02,Video,Mixed,Beginner,8.19,22.03,6,1,0.0,0.0,91.21,Learn Fundamentals,Video,High
2096,Clustering,Machine Learning,46.69,38.66,26.43,25.35,Intermediate,1.52,Practice Questions,Reading,Intermediate,36.44,27.82,3,1,27.21,21.32,59.77,Learn Fundamentals,Article,High
3689,Overfitting & Underfitting,Machine Learning,19.89,27.54,5.44,29.19,Some Experience,1.58,Interactive Course,Mixed,Intermediate,8.74,20.81,7,1,0.0,7.41,80.71,Learn Fundamentals,Video,High
2853,Clustering,Machine Learning,23.32,27.63,16.02,49.17,Some Experience,6.96,Video,Hands-on,Adaptive,14.0,43.45,6,1,31.02,36.3,76.85,Learn Fundamentals,Article,High
3166,Data Preprocessing,Machine Learning,20.51,26.41,0.0,38.8,Intermediate,8.73,Article,Reading,Intermediate,0.0,20.31,6,1,44.45,14.77,81.82,Learn Fundamentals,Article,High
859,React,Web Development,9.58,55.15,18.41,36.4,Some Experience,4.88,Interactive Course,Visual,Beginner,11.78,37.49,7,1,30.51,0.0,74.99,Learn Fundamentals,Video,High
824,Deployment,DevOps/Cloud,0.0,3.99,0.0,10.68,Beginner,2.88,Interactive Course,Hands-on,Intermediate,29.8,39.97,6,1,8.21,33.6,98.8,Learn Fundamentals,Article,High
2713,JavaScript,Web Development,1.12,32.38,10.52,0.5,Some Experience,6.94,Practice Questions,Mixed,Adaptive,9.63,21.46,6,1,8.05,14.07,87.62,Learn Fundamentals,Video,High
1909,Decision Trees,Machine Learning,10.93,19.44,24.28,0.0,Some Experience,1.09,Practice Questions,Hands-on,Intermediate,16.9,18.73,6,1,6.31,8.8,83.85,Learn Fundamentals,Article,High
687,Clustering,Machine Learning,42.34,29.29,27.29,52.91,Beginner,1.0,Article,Visual,Advanced,34.2,45.59,4,1,43.99,41.33,64.59,Revision,Practice Questions,Medium
1880,HTML/CSS,Web Development,27.87,27.48,14.74,27.99,Intermediate,1.39,Documentation,Hands-on,Adaptive,19.16,37.56,4,1,24.24,11.14,74.87,Learn Fundamentals,Article,High
2237,REST APIs,Backend Development,39.47,83.52,27.7,36.55,Beginner,18.13,Article,Hands-on,Intermediate,38.52,24.13,4,1,39.68,38.85,49.67,Learn Fundamentals,Article,High
2327,Deployment,DevOps/Cloud,9.68,10.42,1.6,2.61,Some Experience,2.21,Practice Questions,Visual,Beginner,26.67,50.56,6,1,0.0,39.97,91.72,Learn Fundamentals,Video,High
3817,React,Web Development,7.64,26.6,20.04,43.95,Intermediate,1.56,Practice Questions,Visual,Adaptive,18.27,15.7,5,1,8.82,25.07,84.19,Learn Fundamentals,Video,High
4095,HTML/CSS,Web Development,75.43,60.55,40.28,17.17,Beginner,7.21,Video,Mixed,Beginner,36.25,39.53,3,0,65.09,23.71,36.06,Study Core Material,Documentation,Medium
4339,React,Web Development,23.13,10.95,8.89,26.33,None,9.35,Documentation,Reading,Beginner,13.67,18.07,5,1,30.0,23.85,83.37,Learn Fundamentals,Article,High
1505,FastAPI,Backend Development,0.0,22.34,24.08,0.0,Some Experience,12.45,Project,Hands-on,Intermediate,14.73,32.2,5,1,0.0,13.06,88.48,Learn Fundamentals,Article,High
3969,Linear Regression,Machine Learning,43.6,23.24,15.19,19.97,Intermediate,5.55,Video,Visual,Adaptive,25.46,35.12,3,1,12.3,32.27,68.19,Learn Fundamentals,Video,High
2615,Decision Trees,Machine Learning,36.47,63.45,48.24,30.4,Intermediate,17.67,Project,Reading,Beginner,45.0,34.93,5,1,59.92,35.34,53.08,Learn Fundamentals,Article,High
4921,Model Evaluation,Machine Learning,0.0,29.45,22.3,51.49,Beginner,1.0,Practice Questions,Hands-on,Beginner,21.73,51.45,6,1,30.1,41.4,86.71,Learn Fundamentals,Article,High
2346,Overfitting & Underfitting,Machine Learning,33.89,53.77,30.54,30.47,None,11.14,Article,Mixed,Advanced,41.37,44.93,7,1,34.87,23.19,60.82,Learn Fundamentals,Video,High
4396,REST APIs,Backend Development,25.3,16.6,39.71,34.02,Beginner,2.92,Video,Hands-on,Intermediate,15.35,36.36,4,1,37.1,18.93,74.43,Learn Fundamentals,Article,High
1268,Clustering,Machine Learning,15.97,6.39,23.61,16.88,None,9.97,Project,Hands-on,Advanced,,21.06,6,1,0.0,12.83,85.37,Learn Fundamentals,Article,High
675,Logistic Regression,Machine Learning,,22.51,16.4,7.83,Beginner,3.58,Project,Mixed,Beginner,18.1,18.88,3,1,17.89,36.75,77.95,Learn Fundamentals,Video,High
2954,Model Evaluation,Machine Learning,18.49,35.18,17.61,50.61,None,,Video,Hands-on,Intermediate,49.04,31.26,5,1,22.46,29.95,76.68,Learn Fundamentals,Article,High
654,Linear Regression,Machine Learning,29.21,49.44,61.26,28.68,Some Experience,14.34,Video,Mixed,Intermediate,33.79,49.87,4,1,43.89,26.21,58.31,Learn Fundamentals,Video,High
2210,Clustering,Machine Learning,7.02,0.0,16.99,2.25,Some Experience,3.92,Interactive Course,Visual,Beginner,0.0,19.25,6,1,12.48,3.9,93.09,Learn Fundamentals,Video,High
587,REST APIs,Backend Development,0.44,11.79,13.22,14.41,Some Experience,3.02,Video,Reading,Intermediate,24.84,33.77,7,1,8.41,0.86,93.6,Learn Fundamentals,Article,High
4804,EDA,Data Science,43.44,29.88,31.82,41.14,Beginner,5.89,Article,Hands-on,Intermediate,29.46,41.12,4,1,17.64,18.4,62.95,Learn Fundamentals,Article,High
507,Git/GitHub,Software Development,32.51,23.44,33.59,48.09,Some Experience,5.4,Article,Reading,Advanced,31.92,25.21,4,1,74.25,35.6,69.99,Learn Fundamentals,Article,High
3362,JavaScript,Web Development,40.8,40.4,15.03,27.74,Intermediate,5.07,Practice Questions,Hands-on,Beginner,27.68,29.25,4,1,35.58,25.7,64.47,Learn Fundamentals,Article,High
3836,Data Preprocessing,Machine Learning,35.41,37.28,35.73,31.88,Some Experience,5.45,Project,Mixed,Intermediate,38.54,41.1,5,1,23.7,21.48,63.96,Learn Fundamentals,Video,High
3278,Logistic Regression,Machine Learning,40.9,28.91,35.27,23.82,Beginner,2.57,Article,Visual,Adaptive,10.75,19.65,3,1,27.74,23.54,63.83,Learn Fundamentals,Video,High
125,FastAPI,Backend Development,4.25,0.09,0.0,12.19,Intermediate,5.21,Video,Reading,Beginner,30.19,6.97,7,1,0.0,29.67,97.85,Learn Fundamentals,Article,High
638,SQL/Databases,Backend Development,0.0,17.5,0.0,36.8,Beginner,8.98,Practice Questions,Hands-on,Beginner,22.17,27.65,6,1,11.8,28.67,94.75,Learn Fundamentals,Article,High
3355,HTML/CSS,Web Development,17.8,49.12,33.17,55.93,None,8.99,Practice Questions,Hands-on,Advanced,9.34,19.93,4,1,34.29,27.75,69.73,Learn Fundamentals,Article,High
2240,ML Fundamentals,Machine Learning,59.75,10.65,37.58,61.33,Some Experience,5.7,Article,Mixed,Advanced,26.82,46.46,3,1,19.1,50.48,59.41,Learn Fundamentals,Video,High
2250,ML Fundamentals,Machine Learning,65.83,47.32,42.65,26.99,Beginner,18.52,Practice Questions,Hands-on,Adaptive,44.85,47.23,4,1,37.68,40.0,44.36,Learn Fundamentals,Article,High
1594,React,Web Development,34.33,63.79,57.87,38.66,Some Experience,8.37,Video,Hands-on,Intermediate,1.5,33.97,4,1,54.46,22.58,52.12,Learn Fundamentals,Article,High
1413,ML Fundamentals,Machine Learning,45.1,51.06,44.47,40.87,None,2.04,Video,Mixed,Intermediate,13.22,48.22,5,1,55.83,27.37,53.24,Revision,Interactive Course,Medium
1273,Linear Regression,Machine Learning,1.37,13.09,22.82,32.23,None,1.83,Video,Reading,Intermediate,0.0,25.61,6,1,21.47,15.17,90.82,Learn Fundamentals,Article,High
1206,Logistic Regression,Machine Learning,25.86,25.96,45.46,21.79,Beginner,5.46,Documentation,Mixed,Adaptive,32.71,34.12,4,1,15.62,30.26,70.19,Learn Fundamentals,Video,High
4381,Model Evaluation,Machine Learning,4.18,19.66,47.79,6.61,Intermediate,6.98,Video,Hands-on,Intermediate,14.4,35.43,6,1,20.72,30.26,82.45,Learn Fundamentals,Article,High
1838,HTML/CSS,Web Development,62.08,13.2,23.76,17.91,Beginner,1.94,Interactive Course,Visual,Adaptive,12.2,24.33,2,1,22.15,25.99,60.25,Learn Fundamentals,Video,High
680,Data Preprocessing,Machine Learning,53.88,38.84,24.58,36.23,None,1.55,Video,Visual,Intermediate,18.25,62.58,2,1,14.06,60.12,56.49,Learn Fundamentals,Video,High
4845,FastAPI,Backend Development,18.75,36.04,25.39,43.02,Beginner,5.47,Video,Visual,Adaptive,31.52,35.9,5,1,23.27,29.08,74.74,Learn Fundamentals,Video,High
3146,Overfitting & Underfitting,Machine Learning,16.54,30.68,39.11,23.64,Some Experience,6.54,Interactive Course,Reading,Adaptive,27.04,34.84,4,1,41.96,25.24,74.7,Learn Fundamentals,Article,High
2571,Logistic Regression,Machine Learning,60.03,34.93,34.81,35.14,Beginner,6.29,Video,Reading,Beginner,11.81,31.26,4,1,43.49,12.99,52.55,Revision,Interactive Course,Medium
4252,EDA,Data Science,4.42,7.95,18.64,16.74,Some Experience,8.1,Documentation,Hands-on,Adaptive,0.0,20.26,5,1,32.95,27.03,91.67,Learn Fundamentals,Article,High
1802,Decision Trees,Machine Learning,32.36,66.65,46.2,63.82,Intermediate,3.89,Article,Hands-on,Intermediate,48.98,56.11,5,1,48.86,31.96,54.58,Learn Fundamentals,Article,High
6,Deployment,DevOps/Cloud,2.62,10.9,9.47,14.71,None,17.48,Video,Reading,Intermediate,24.84,40.05,7,1,0.0,31.36,93.52,Learn Fundamentals,Article,High
3867,React,Web Development,22.7,71.5,39.78,42.9,None,5.56,Documentation,Reading,Intermediate,29.46,43.83,5,1,36.59,35.77,59.24,Learn Fundamentals,Article,High
1823,Data Preprocessing,Machine Learning,12.98,68.22,50.89,48.23,Beginner,13.69,Project,Visual,Adaptive,37.1,41.56,5,1,42.71,18.02,62.86,Learn Fundamentals,Video,High
4979,JavaScript,Web Development,8.0,0.0,5.71,0.0,Beginner,9.79,Video,Visual,Intermediate,15.26,19.89,5,1,0.0,1.63,94.86,Learn Fundamentals,Video,High
3224,Overfitting & Underfitting,Machine Learning,10.46,39.41,57.93,50.81,Beginner,4.06,Project,Mixed,Beginner,34.25,48.32,5,1,34.37,33.26,71.36,Learn Fundamentals,Video,High
447,React,Web Development,44.69,65.92,41.32,50.23,None,2.26,Project,Reading,Advanced,48.36,52.24,5,1,60.33,46.09,49.62,Revision,Practice Questions,Medium
2453,Overfitting & Underfitting,Machine Learning,23.06,49.51,27.03,40.49,None,2.56,Article,Mixed,Intermediate,53.84,29.52,5,1,46.56,48.52,68.21,Learn Fundamentals,Video,High
1210,SQL/Databases,Backend Development,54.86,48.84,30.49,59.41,None,1.0,Documentation,Visual,Adaptive,36.93,46.54,3,1,41.75,34.68,51.82,Study Core Material,Video,Medium
1225,SQL/Databases,Backend Development,45.53,38.38,33.13,29.07,None,6.03,Article,Mixed,Adaptive,1.28,41.24,2,1,36.24,22.55,59.09,Learn Fundamentals,Video,High
3894,Git/GitHub,Software Development,30.39,41.42,28.14,26.77,Beginner,1.0,Video,Visual,Intermediate,15.27,32.17,4,1,13.18,40.39,66.75,Learn Fundamentals,Video,High
2356,Logistic Regression,Machine Learning,0.0,1.52,18.79,0.0,Some Experience,3.32,Practice Questions,Hands-on,Intermediate,35.26,38.03,6,1,2.75,28.98,95.79,Learn Fundamentals,Article,High
273,Model Evaluation,Machine Learning,56.72,80.97,45.59,43.08,Some Experience,1.0,Interactive Course,Reading,Beginner,19.95,7.34,4,0,61.98,14.53,38.23,Revision,Interactive Course,Medium
4685,Git/GitHub,Software Development,25.67,50.1,60.71,29.45,Beginner,1.98,Article,Reading,Intermediate,35.53,36.45,6,1,29.01,44.22,59.99,Learn Fundamentals,Article,High
3256,Logistic Regression,Machine Learning,47.02,28.87,0.0,31.54,Beginner,9.48,Interactive Course,Reading,Intermediate,28.66,36.07,4,1,24.93,24.3,67.83,Learn Fundamentals,Article,High
4616,Logistic Regression,Machine Learning,15.52,26.42,0.0,38.17,Some Experience,6.51,Interactive Course,Hands-on,Adaptive,29.38,29.18,5,1,0.0,18.76,84.31,Learn Fundamentals,Article,High
3852,Overfitting & Underfitting,Machine Learning,0.0,19.8,22.58,49.27,None,4.78,Documentation,Mixed,Beginner,28.72,21.71,6,1,11.6,29.55,89.54,Learn Fundamentals,Video,High
1316,EDA,Data Science,37.08,58.51,63.51,24.08,Some Experience,7.92,Interactive Course,Mixed,Adaptive,14.18,41.55,4,1,40.58,31.5,51.2,Learn Fundamentals,Video,High
3998,REST APIs,Backend Development,49.12,67.53,49.53,34.56,Intermediate,9.11,Project,Reading,Intermediate,38.89,38.7,4,1,56.66,25.83,45.27,Revision,Practice Questions,Medium
233,Linear Regression,Machine Learning,27.34,19.79,29.92,9.0,None,17.75,Project,Reading,Adaptive,4.32,23.2,5,1,11.9,20.69,74.41,Learn Fundamentals,Article,High
1642,EDA,Data Science,38.96,57.02,38.42,24.45,Beginner,4.68,Interactive Course,Mixed,Advanced,20.32,38.5,5,1,45.24,32.19,55.73,Learn Fundamentals,Video,High
4150,React,Web Development,8.58,24.92,26.66,0.0,Some Experience,4.25,Practice Questions,Hands-on,Intermediate,24.86,19.67,6,1,8.34,22.48,82.9,Learn Fundamentals,Article,High
20,Logistic Regression,Machine Learning,19.68,40.06,18.08,38.32,Some Experience,3.76,Practice Questions,Mixed,Adaptive,14.69,28.08,5,1,15.51,16.23,74.53,Learn Fundamentals,Video,High
